arm_x,arm_y,arm_z,arm_qx,arm_qy,arm_qz,arm_qw,arm_q0,arm_q1,arm_q2,arm_q3,arm_q4,arm_q5,arm_q6,hand_0,hand_1,hand_2,hand_3,hand_4,hand_5,hand_6,hand_7,hand_8,hand_9,hand_10,hand_11,hand_12,hand_13,hand_14,hand_15
0.09240344680310769,0.4470117229534597,-0.7807305436239929,0.23445164226558554,-0.5870108453857695,0.5268823389231836,0.5681951212121508,0.01849399591915938,0.6426925897804059,-0.8825778236589631,-1.5030538177395172,-0.3413840687084797,-0.7726385590912869,-0.31367108793146714,-0.06917228127407658,1.4228184678358347,0.8061194715581823,0.7981661933301135,-0.1734904422799704,1.3366344086290973,0.8309913593290996,-0.025308151931813065,-0.3197737820368245,1.424917431091151,0.8377609154108092,0.6521138676451208,0.8560394842038639,1.2546220184142984,0.6196291102944432,1.1658356058485162
0.09240344680310769,0.4470117229534597,-0.7807305436239929,0.23445164226558554,-0.5870108453857695,0.5268823389231836,0.5681951212121508,0.01849399591915938,0.6426925897804059,-0.8825780034278761,-1.5030536978572142,-0.3413840687084797,-0.7726387388601998,-0.31367108793146714,-0.069360741506417,1.422838776183799,0.8061096440802054,0.7981985360927442,-0.17348528033285346,1.3366181519489309,0.8309405408788616,-0.025308151931813065,-0.319843502010655,1.4249778382102904,0.8376867135747132,0.6520442205632214,0.8559893517157252,1.2545969306364193,0.6196446261914588,1.1657510469336338
0.09240348792135766,0.4470118808894828,-0.7807303958249409,0.23445168917074277,-0.5870109428655824,0.5268823805534918,0.5681949625465987,0.01849387614593946,0.6426925897804059,-0.882578063423569,-1.5030536978572142,-0.3413840687084797,-0.7726385590912869,-0.31367108793146714,-0.069360741506417,1.422838776183799,0.8061096440802054,0.7981985360927442,-0.17348528033285346,1.3366181519489309,0.8309405408788616,-0.025308151931813065,-0.319843502010655,1.4249778382102904,0.8376867135747132,0.6520442205632214,0.8559893517157252,1.2545969306364193,0.6196446261914588,1.1657510469336338
0.09240348792135766,0.4470118808894828,-0.7807303958249409,0.23445168917074277,-0.5870109428655824,0.5268823805534918,0.5681949625465987,0.018494055914852415,0.642692470007186,-0.8825778836546562,-1.5030538177395172,-0.3413840687084797,-0.7726385590912869,-0.3136709081625542,-0.06917671538058205,1.4227809161215637,0.8060766095957518,0.7982149043617651,-0.173346199122023,1.3365879840333077,0.8310203273358848,-0.025308151931813065,-0.3198182674914565,1.4249648250520128,0.8377235152838576,0.6520956609468959,0.8558666958607988,1.2546812232059386,0.619518446478521,1.1658187430545157
0.09240354229780628,0.4470118042436938,-0.7807304559847609,0.23445156165920067,-0.5870109191544653,0.5268823153968398,0.5681951000765992,0.018494055914852415,0.6426925897804059,-0.882578063423569,-1.5030536978572142,-0.3413840687084797,-0.7726385590912869,-0.31367108793146714,-0.06917671538058205,1.4227809161215637,0.8060766095957518,0.7982149043617651,-0.173346199122023,1.3365879840333077,0.8310203273358848,-0.025308151931813065,-0.3198182674914565,1.4249648250520128,0.8377235152838576,0.6520956609468959,0.8558666958607988,1.2546812232059386,0.619518446478521,1.1658187430545157
0.09240354229780628,0.4470118042436938,-0.7807304559847609,0.23445156165920067,-0.5870109191544653,0.5268823153968398,0.5681951000765992,0.018494055914852415,0.6426925897804059,-0.882578063423569,-1.5030536978572142,-0.34138416470158855,-0.7726385590912869,-0.31367108793146714,-0.06917671538058205,1.4227809161215637,0.8060766095957518,0.7982149043617651,-0.173346199122023,1.3365879840333077,0.8310203273358848,-0.025308151931813065,-0.3198182674914565,1.4249648250520128,0.8377235152838576,0.6520956609468959,0.8558666958607988,1.2546812232059386,0.619518446478521,1.1658187430545157
0.09240354229780628,0.4470118042436938,-0.7807304559847609,0.23445156165920067,-0.5870109191544653,0.5268823153968398,0.5681951000765992,0.018494055914852415,0.6426925897804059,-0.882578123310179,-1.5030535780839942,-0.34138416470158855,-0.7726385590912869,-0.3136709081625542,-0.06924342779890297,1.4228342189945773,0.8060982594336029,0.7981099917100983,-0.17337105720699336,1.3366232597191527,0.8310736810253334,-0.025308151931813065,-0.31981593199982644,1.424986159776508,0.8378298448415664,0.6521500868850857,0.855954780624733,1.2546080043432335,0.6195576943109901,1.1658466093063082
0.0924034328255931,0.44701188236229095,-0.7807305013083599,0.23445173480569192,-0.5870108684999714,0.5268823158912023,0.5681950805054843,0.018494235683765372,0.6426925897804059,-0.882578123310179,-1.5030535780839942,-0.34138416470158855,-0.7726385590912869,-0.31367108793146714,-0.06924342779890297,1.4228342189945773,0.8060982594336029,0.7981099917100983,-0.17337105720699336,1.3366232597191527,0.8310736810253334,-0.025308151931813065,-0.31981593199982644,1.424986159776508,0.8378298448415664,0.6521500868850857,0.855954780624733,1.2546080043432335,0.6195576943109901,1.1658466093063082
0.0924034328255931,0.44701188236229095,-0.7807305013083599,0.23445173480569192,-0.5870108684999714,0.5268823158912023,0.5681950805054843,0.01849435545698529,0.6426925897804059,-0.882578063423569,-1.5030535780839942,-0.34138416470158855,-0.77263861908698,-0.31367108793146714,-0.06917091109722265,1.4227858427965827,0.8060737585973818,0.7982037824299858,-0.1732396138165328,1.336560336132076,0.8310063118097806,-0.025308151931813065,-0.3196792628794013,1.4249415974075545,0.8377107171511213,0.6521680267795611,0.8559089088797147,1.2546848060646996,0.6197810311377611,1.1657815159751914
0.09240324713588294,0.4470118416745029,-0.7807306198998717,0.234451790122721,-0.587010742544827,0.5268823582421558,0.568195148534733,0.018494415452678326,0.6426925897804059,-0.882578063423569,-1.5030534582016912,-0.3413843563387404,-0.7726387388601998,-0.3136709081625542,-0.06917091109722265,1.4227858427965827,0.8060737585973818,0.7982037824299858,-0.1732396138165328,1.336560336132076,0.8310063118097806,-0.025308151931813065,-0.3196792628794013,1.4249415974075545,0.8377107171511213,0.6521680267795611,0.8559089088797147,1.2546848060646996,0.6197810311377611,1.1657815159751914
